NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
IL27RA.MOD	IL27RA.MOD		96	0.4554038	0.9990063	0.5647059	0.7089966	1.0	6086	tags=60%, list=37%, signal=95%	
TCF12.MOD	TCF12.MOD		97	0.38442045	0.96637875	0.53497165	0.7267416	1.0	5893	tags=51%, list=36%, signal=78%	
CBFB.MOD	CBFB.MOD		98	0.42754656	0.9388551	0.6214149	0.7401746	1.0	5921	tags=65%, list=36%, signal=101%	
E2F1.MOD	E2F1.MOD		95	0.34277	0.9296566	0.5438247	0.73229027	1.0	4819	tags=44%, list=29%, signal=62%	
EOMES.MOD	EOMES.MOD		91	0.3095878	0.8199463	0.6401591	0.82374287	1.0	3823	tags=32%, list=23%, signal=41%	
CCNT2.MOD	CCNT2.MOD		89	0.3319783	0.8109715	0.6647834	0.8141914	1.0	5780	tags=51%, list=35%, signal=77%	
RUNX3.MOD	RUNX3.MOD		92	0.29577523	0.7940807	0.655706	0.81115454	1.0	5492	tags=45%, list=33%, signal=66%	
BTAF1.MOD	BTAF1.MOD		87	0.2842902	0.7923456	0.6703704	0.7952893	1.0	5259	tags=36%, list=32%, signal=52%	
YY1.MOD	YY1.MOD		91	0.25510877	0.7819082	0.6826347	0.7879458	1.0	3728	tags=22%, list=23%, signal=28%	
BCLAF1.MOD	BCLAF1.MOD		85	0.21409862	0.697115	0.7940631	0.84478694	1.0	5782	tags=38%, list=35%, signal=58%	
PNN.MOD	PNN.MOD		84	0.24414355	0.65737724	0.7873563	0.86039865	1.0	2304	tags=15%, list=14%, signal=18%	
TOX.MOD	TOX.MOD		89	0.247259	0.64794284	0.7635659	0.85162956	1.0	5492	tags=40%, list=33%, signal=60%	
MORF4L2.MOD	MORF4L2.MOD		90	0.17189491	0.640578	0.89719623	0.84152615	1.0	5277	tags=33%, list=32%, signal=49%	
FUS.MOD	FUS.MOD		78	0.22897962	0.61828333	0.7944664	0.84239334	1.0	4614	tags=29%, list=28%, signal=41%	
GZMA.MOD	GZMA.MOD		91	0.20269662	0.5063004	0.8774704	0.911301	1.0	5280	tags=37%, list=32%, signal=55%	
TAF2.MOD	TAF2.MOD		92	0.1979209	0.4593472	0.893578	0.92562807	1.0	5044	tags=28%, list=31%, signal=41%	
HDAC2.MOD	HDAC2.MOD		95	0.13760467	0.32268503	0.9728682	0.9752174	1.0	6215	tags=37%, list=38%, signal=59%	
