NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PRF1.MOD	PRF1.MOD		92	-0.3095595	-0.7764471	0.64777327	0.88819945	1.0	5391	tags=49%, list=33%, signal=72%	
CD160.MOD	CD160.MOD		92	-0.26912504	-0.70860493	0.7070707	0.93147683	1.0	5205	tags=48%, list=32%, signal=70%	
COPS2.MOD	COPS2.MOD		91	-0.2764139	-0.7072631	0.72689074	0.91056657	1.0	4808	tags=41%, list=29%, signal=57%	
IL2RB.MOD	IL2RB.MOD		93	-0.26728353	-0.69504625	0.7099391	0.90013754	1.0	5282	tags=47%, list=32%, signal=69%	
CD4.MOD	CD4.MOD		95	-0.24628846	-0.6646135	0.75463915	0.90695274	1.0	3128	tags=24%, list=19%, signal=30%	
GZMB.MOD	GZMB.MOD		91	-0.25341642	-0.6461933	0.7415507	0.9027805	1.0	5282	tags=47%, list=32%, signal=69%	
PATZ1.MOD	PATZ1.MOD		92	-0.2219087	-0.64388	0.8052209	0.88507	1.0	2582	tags=22%, list=16%, signal=26%	
IL15RA.MOD	IL15RA.MOD		94	-0.2654034	-0.62250847	0.7478992	0.88456744	1.0	3796	tags=29%, list=23%, signal=37%	
NCAM1.MOD	NCAM1.MOD		85	-0.24384552	-0.6197524	0.7858586	0.8686111	1.0	5391	tags=49%, list=33%, signal=73%	
CD28.MOD	CD28.MOD		88	-0.23782998	-0.6087988	0.82061857	0.8590651	1.0	3360	tags=28%, list=20%, signal=36%	
IRF8.MOD	IRF8.MOD		95	-0.21132137	-0.55384517	0.8471616	0.8844156	1.0	5434	tags=40%, list=33%, signal=59%	
CD14.MOD	CD14.MOD		95	-0.21402474	-0.488208	0.8757764	0.9153245	1.0	2157	tags=15%, list=13%, signal=17%	
SMAD3.MOD	SMAD3.MOD		94	-0.181378	-0.484213	0.9237473	0.90061617	1.0	5412	tags=40%, list=33%, signal=60%	
IKZF1.MOD	IKZF1.MOD		93	-0.15134189	-0.38507137	0.92116183	0.94605064	1.0	3528	tags=22%, list=21%, signal=27%	
