NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
IL27RA.MOD	IL27RA.MOD		96	-0.26941115	-0.61144733	0.7984934	1.0	1.0	4086	tags=31%, list=25%, signal=41%	
TOX.MOD	TOX.MOD		89	-0.23003733	-0.6064847	0.8122605	1.0	1.0	3785	tags=31%, list=23%, signal=41%	
IL2RB.MOD	IL2RB.MOD		93	-0.22737733	-0.58422977	0.83076924	1.0	1.0	3866	tags=31%, list=23%, signal=41%	
CD160.MOD	CD160.MOD		92	-0.222374	-0.5801707	0.8256705	1.0	1.0	4580	tags=37%, list=28%, signal=51%	
TBX21.MOD	TBX21.MOD		90	-0.23210359	-0.5735333	0.84410644	1.0	1.0	4504	tags=37%, list=27%, signal=50%	
CD8A.MOD	CD8A.MOD		86	-0.19522415	-0.57169336	0.920078	1.0	1.0	2538	tags=20%, list=15%, signal=23%	
KLRD1.MOD	KLRD1.MOD		91	-0.22526348	-0.5693019	0.82986766	1.0	1.0	4580	tags=37%, list=28%, signal=51%	
EOMES.MOD	EOMES.MOD		91	-0.20073438	-0.5437064	0.85794395	1.0	1.0	3870	tags=31%, list=24%, signal=40%	
TCF7.MOD	TCF7.MOD		90	-0.21473837	-0.53078574	0.82840234	1.0	1.0	1781	tags=20%, list=11%, signal=22%	
GNLY.MOD	GNLY.MOD		90	-0.21043007	-0.5275228	0.86564296	0.97657084	1.0	4702	tags=38%, list=29%, signal=53%	
RUNX3.MOD	RUNX3.MOD		92	-0.18168868	-0.48462275	0.93190664	0.9844105	1.0	3785	tags=27%, list=23%, signal=35%	
CD3E.MOD	CD3E.MOD		94	-0.19788757	-0.47123072	0.89641434	0.9689417	1.0	2910	tags=20%, list=18%, signal=24%	
IRF8.MOD	IRF8.MOD		95	-0.18243483	-0.469907	0.91917294	0.94562227	1.0	3461	tags=28%, list=21%, signal=36%	
CD33.MOD	CD33.MOD		95	-0.15793192	-0.3845017	0.94766355	0.97343135	1.0	3947	tags=25%, list=24%, signal=33%	
CD2.MOD	CD2.MOD		95	-0.12509826	-0.30572563	0.99038464	0.98097456	1.0	6073	tags=45%, list=37%, signal=71%	
