NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CBX1.MOD	CBX1.MOD		91	-0.44895512	-0.95663273	0.56978965	0.6555153	1.0	5913	tags=67%, list=36%, signal=104%	
GNLY.MOD	GNLY.MOD		90	-0.41205528	-0.947928	0.53125	0.64885634	1.0	4295	tags=43%, list=26%, signal=58%	
NFKB1.MOD	NFKB1.MOD		95	-0.2926383	-0.9463227	0.5257143	0.63650614	1.0	5129	tags=39%, list=31%, signal=56%	
KIR2DS4.MOD	KIR2DS4.MOD		80	-0.40459907	-0.9131862	0.56790125	0.652111	1.0	4295	tags=43%, list=26%, signal=57%	
FASLG.MOD	FASLG.MOD		89	-0.39113408	-0.90553254	0.5569106	0.645236	1.0	3040	tags=31%, list=18%, signal=38%	
PKNOX1.MOD	PKNOX1.MOD		74	-0.42763785	-0.89227104	0.6310484	0.6432734	1.0	6432	tags=65%, list=39%, signal=106%	
KLRD1.MOD	KLRD1.MOD		91	-0.3599458	-0.83257484	0.6198347	0.6800318	1.0	4295	tags=40%, list=26%, signal=53%	
SMARCD2.MOD	SMARCD2.MOD		92	-0.28980574	-0.74822366	0.6927374	0.73596215	1.0	6262	tags=51%, list=38%, signal=82%	
NKG7.MOD	NKG7.MOD		89	-0.30343693	-0.7080931	0.7004132	0.75463945	1.0	4295	tags=36%, list=26%, signal=48%	
HBP1.MOD	HBP1.MOD		97	-0.28760448	-0.61775047	0.8074656	0.809015	1.0	5964	tags=49%, list=36%, signal=77%	
TBX21.MOD	TBX21.MOD		90	-0.18998927	-0.4370037	0.9140461	0.91923225	1.0	4295	tags=30%, list=26%, signal=40%	
